0.8,0.717178526
0.81,0.72407357
0.82,0.735306963
0.83,0.746697356
0.84,0.7619627
0.85,0.778007547
0.86,0.79185222
0.87,0.801835821
0.88,0.807522905
0.89,0.806471813
0.9,0.805717811
0.91,0.808028152
0.92,0.813956201
0.93,0.820914039
0.94,0.830978983
0.95,0.840749071
0.96,0.849584695
0.97,0.855342504
0.98,0.853102167
0.99,0.846012452
1,0.838772287
1.01,0.83731217
1.02,0.839480833
1.03,0.844110081
1.04,0.849179109
1.05,0.853829127
1.06,0.855649926
1.07,0.853801162
1.08,0.845981047
1.09,0.83158098
1.1,0.817399274
1.11,0.807395905
1.12,0.80211804
1.13,0.801059509
1.14,0.80348531
1.15,0.8087735
1.16,0.815461611
1.17,0.821294246
1.18,0.827824173
1.19,0.834326086
1.2,0.837555635
1.21,0.838195526
1.22,0.836128004
1.23,0.828314315
1.24,0.812288458
1.25,0.79042381
1.26,0.769006206
1.27,0.750643288
1.28,0.735996108
1.29,0.726322878
1.3,0.720846233
1.31,0.71792632
1.32,0.716057053
1.33,0.715416165
1.34,0.717214615
1.35,0.720356331
1.36,0.722568845
1.37,0.722661402
1.38,0.720935704
1.39,0.71608897
1.4,0.707874695
1.41,0.696596548
1.42,0.68200032
1.43,0.665608113
1.44,0.648921842
1.45,0.632779255
1.46,0.618135357
1.47,0.606197727
1.48,0.597057188
1.49,0.589778247
1.5,0.58334506
1.51,0.577730473
1.52,0.573352457
1.53,0.569125296
1.54,0.564227722
1.55,0.558399271
1.56,0.552194363
1.57,0.545703298
1.58,0.539262695
1.59,0.533821464
1.6,0.530328508
1.61,0.52686379
1.62,0.522043239
1.63,0.515137102
1.64,0.505103955
1.65,0.494182543
1.66,0.484546851
1.67,0.476994911
1.68,0.47164195
1.69,0.46769868
1.7,0.463945233
1.71,0.459960253
1.72,0.456263667
1.73,0.452754387
1.74,0.449861073
1.75,0.448101401
1.76,0.446681786
1.77,0.44576422
1.78,0.445029701
1.79,0.4440657
1.8,0.443722452
1.81,0.443706349
1.82,0.442941731
1.83,0.441620155
1.84,0.44081095
1.85,0.44052556
1.86,0.440106791
1.87,0.438836045
1.88,0.436341195
1.89,0.433781593
1.9,0.431899108
1.91,0.4301305
1.92,0.427809739
1.93,0.424362912
1.94,0.419739768
1.95,0.414519288
1.96,0.409375041
1.97,0.404474124
1.98,0.399702409
1.99,0.39502062
2,0.390705276
2.01,0.387097415
2.02,0.384337912
2.03,0.382035685
2.04,0.379670846
2.05,0.376876915
2.06,0.373721083
2.07,0.370628806
2.08,0.368034831
2.09,0.366078469
2.1,0.364439071
2.11,0.362849674
2.12,0.361190864
2.13,0.359134976
2.14,0.356561647
