0.8,0.62092993
0.81,0.637223619
0.82,0.654166104
0.83,0.67084604
0.84,0.6891703
0.85,0.703952804
0.86,0.712749883
0.87,0.722630781
0.88,0.731137038
0.89,0.738200165
0.9,0.743902429
0.91,0.755366875
0.92,0.766854688
0.93,0.777175172
0.94,0.791022554
0.95,0.804000254
0.96,0.808232838
0.97,0.810120418
0.98,0.812632363
0.99,0.815925991
1,0.817083059
1.01,0.824399507
1.02,0.835233667
1.03,0.847367013
1.04,0.858468847
1.05,0.866443733
1.06,0.869077229
1.07,0.866938974
1.08,0.859159743
1.09,0.851510456
1.1,0.848426838
1.11,0.847301892
1.12,0.847675979
1.13,0.847273732
1.14,0.847571037
1.15,0.852563537
1.16,0.862289677
1.17,0.872002948
1.18,0.877075369
1.19,0.878571638
1.2,0.876335608
1.21,0.87302831
1.22,0.86700536
1.23,0.854964119
1.24,0.839344664
1.25,0.82416819
1.26,0.812323634
1.27,0.802381671
1.28,0.794410893
1.29,0.787845247
1.3,0.785929612
1.31,0.786884884
1.32,0.788388066
1.33,0.789574623
1.34,0.789743972
1.35,0.790530087
1.36,0.791769299
1.37,0.791721523
1.38,0.788460997
1.39,0.782018754
1.4,0.772021175
1.41,0.760066261
1.42,0.747264968
1.43,0.733945721
1.44,0.721382505
1.45,0.710359604
1.46,0.700641859
1.47,0.693231343
1.48,0.686808753
1.49,0.679084321
1.5,0.670230744
1.51,0.662067615
1.52,0.655950372
1.53,0.651073971
1.54,0.646078958
1.55,0.639611715
1.56,0.632959385
1.57,0.627639173
1.58,0.622839957
1.59,0.617163079
1.6,0.61030822
1.61,0.60287867
1.62,0.595894319
1.63,0.588204785
1.64,0.577831715
1.65,0.566758983
1.66,0.557843432
1.67,0.551875995
1.68,0.548065069
1.69,0.544893228
1.7,0.541707298
1.71,0.538378608
1.72,0.53478516
1.73,0.531506198
1.74,0.529379402
1.75,0.527705921
1.76,0.525477864
1.77,0.523325295
1.78,0.521033865
1.79,0.518195333
1.8,0.515767719
1.81,0.513816149
1.82,0.512200371
1.83,0.511287093
1.84,0.510911389
1.85,0.510699937
1.86,0.510541639
1.87,0.510040989
1.88,0.508657366
1.89,0.50640416
1.9,0.503929621
1.91,0.500988698
1.92,0.497236753
1.93,0.492867108
1.94,0.487618077
1.95,0.480893457
1.96,0.472381887
1.97,0.462647511
1.98,0.453161588
1.99,0.445286352
2,0.439425903
2.01,0.434765737
2.02,0.430211236
2.03,0.425122616
2.04,0.419816243
2.05,0.414754095
2.06,0.409739738
2.07,0.404833586
2.08,0.400386396
2.09,0.39626368
2.1,0.392085594
2.11,0.387981412
2.12,0.384430516
2.13,0.381598726
2.14,0.379354941
2.15,0.377427666
2.16,0.375553731
2.17,0.37363356
2.18,0.371474772
2.19,0.368879369
2.2,0.366188696
2.21,0.363820118
2.22,0.36165468
2.23,0.359554317
2.24,0.357787255
2.25,0.356515901
2.26,0.355539097
2.27,0.354625979
2.28,0.35369299
2.29,0.352838867
2.3,0.352109385
2.31,0.351317268
2.32,0.350341572
2.33,0.349260037
2.34,0.348120028
2.35,0.346943059
2.36,0.345883344
2.37,0.345076851
2.38,0.344474863
2.39,0.343979684
